track_ids,danergy,acousticness,instrumentalness,valence,loudness,tempo,duration_secs
7BjQd0sfYsMGVrTpRdBNTT,0.874,0.33,0.0,0.831,-2.9819999999999998,113.988,252.632
5Gy67YHzPZTk9Q0D73LAGH,0.524,0.631,0.0,0.266,-6.837000000000001,143.892,335.71
1wS6cS3h7OYGYFQlhNpbod,0.263,0.9740000000000001,0.5870000000000001,0.271,-17.851,75.391,555.427
4kthUr3BcmUkAov2TFrNKE,0.32999999999999996,0.976,0.71,0.452,-17.043,149.339,414.907
4pLisjl771a1OhM17Wr3x6,0.321,0.972,0.659,0.39399999999999996,-17.32,140.317,556.867
0fvlXQqnhGKAJk6xJkfj3l,0.51,0.565,9.5e-06,0.131,-8.193,79.943,304.992
1YLSXFY1i6JRl3oKovsqVb,0.357,0.94,0.88,0.659,-17.457,107.18,287.295
4UDsOiaMP4pLawOzlmeGKk,0.3055,0.9590000000000001,0.542,0.37200000000000005,-14.536,92.772,340.64
2B65kYa6fWInJyoLLmbS1f,0.5329999999999999,0.9420000000000001,0.153,0.593,-14.667,138.22799999999998,371.435
4vlMdXsRpAIXYggwbNHZSv,0.5585,0.6,2.49e-06,0.24100000000000002,-10.31,115.01,369.333
4BWrLhJXXYAlVIHOLSPsmN,0.623,0.0943,0.91,0.632,-8.795,153.974,387.827
6gW2ql12Vo2Mj7H3ZgcQif,0.4735,0.605,6.67e-06,0.46299999999999997,-18.547,128.892,373.4
4dS1QQw8askb1KSDLCKuvK,0.5449999999999999,0.516,0.0,0.6920000000000001,-7.146,170.878,458.907
2lOrPIWA114GA1OFEcHc8R,0.538,0.7809999999999999,0.000101,0.813,-8.947000000000001,180.06599999999997,217.459
0gPgdRfB4jdGrlyXS0Vx78,0.507,0.391,0.00048600000000000005,0.716,-6.393,78.936,333.584
7jfJuiJlYgMqSumcOzV7XT,0.3915,0.72,0.00201,0.331,-12.003,134.545,244.475
6Xodd3wwjgU8FRqIX5fkgH,0.6990000000000001,0.309,0.011000000000000001,0.614,-9.335,110.0,168.054
6bxkKPGWb48LhKLbvHehS9,0.713,0.0055899999999999995,0.885,0.41600000000000004,-7.689,125.99799999999999,408.48
4e9wcQjrY8PJPDvUg2Kt0W,0.634,0.2,0.8759999999999999,0.2,-11.064,101.995,437.013
22VzfkxnU8vEv4h7viZmp2,0.777,0.00527,0.8690000000000001,0.5710000000000001,-9.238,95.993,325.85
6l8bwkOGkqkGozz4c9QPjn,0.3825,0.512,0.0026899999999999997,0.2,-11.665999999999999,115.43,814.413
5m2qzlCZiVxVvelicfTs3O,0.5505,0.461,0.835,0.53,-13.395999999999999,98.027,315.253
05G9X8KwQAzJi0DHna91ZM,0.62,0.0264,0.884,0.32899999999999996,-7.247000000000001,143.958,549.853
6H4B9gJD6eQlNoEh8q85pP,1.0150000000000001e-05,0.9440000000000001,0.8690000000000001,0.0,-40.449,0.0,135.484
3EmWfTA7KU2XEKMdqmv3sr,0.445,0.752,0.612,0.583,-10.265,118.631,178.12
5n4R9jBIr7mHb8gOf4cU60,0.7765,0.0491,0.807,0.782,-5.757999999999999,99.99,531.147
3yQufA3buL4DXJU41vGM1f,0.31299999999999994,0.953,0.00932,0.201,-13.199000000000002,123.935,221.371
7gXkeV2BHU3eLOMtsWs6nz,0.615,0.696,0.0,0.7659999999999999,-7.047999999999999,157.34799999999998,260.31
6dqcGrdePY7RlV2gm7hTtN,0.268,0.951,0.00782,0.102,-14.443,135.181,295.5
33URgXLE4IQdDSyG4zc4MY,0.3095,0.922,0.0026100000000000003,0.111,-11.244000000000002,79.993,221.25
3hXX5v2JaVqDR3aeQcPAU9,0.492,0.27699999999999997,2.39e-06,0.34700000000000003,-9.799,83.945,354.286
612VcBshQcy4mpB2utGc3H,0.5155,0.8,0.00264,0.42200000000000004,-12.999,79.109,280.0
4oPNN7syJYSjzDhRerF966,0.571,0.16,0.0257,0.221,-9.975,112.618,430.8
5OotuO2cEl54pjMEgoCZse,0.395,0.9440000000000001,0.9159999999999999,0.33899999999999997,-14.162,131.52700000000002,349.133
1xCkdxvD6gwJmeVpu5I1kN,0.6319999999999999,0.17600000000000002,0.0,0.526,-7.553999999999999,139.99,591.571
0WFlDv4ro1ZVuENYErUvRy,0.41000000000000003,0.945,0.131,0.301,-11.446,148.616,386.2
5voIoFpbuy0frbhBzqenqC,0.395,0.9690000000000001,0.0321,0.462,-15.342,152.435,363.107
3q35DU3G7Ff2PQwW8urYOW,0.35250000000000004,0.956,0.0435,0.295,-13.864,157.131,293.253
0qpbyoDzauIdCimKRKs3lB,0.3135,0.9670000000000001,0.0287,0.18899999999999997,-17.891,134.167,290.187
68Uc91mHqMawkJQvlSv9IN,0.499,0.978,0.897,0.7340000000000001,-13.009,103.88600000000001,353.893
6D3rGir5Owv547fttKWhOH,0.2522,0.977,0.0625,0.193,-21.364,79.887,420.0
63bOSw6PRcHzQq5X8zk75K,0.3885,0.97,0.884,0.38799999999999996,-14.727,90.868,190.053
69qGhVe4CbzDi5uBeWPPdO,0.37,0.982,0.758,0.39899999999999997,-18.447,116.499,261.467
6AMz2plMmDIbE7JLEOSxEA,0.461,0.966,0.205,0.664,-11.492,126.023,361.413
3FLkpANIjjbgmg7cB5bi2v,0.34199999999999997,0.961,0.72,0.37,-13.65,85.64299999999999,538.827
06rt8Zkk3M1L5lRRNYxQRU,0.393,0.968,0.877,0.35,-14.401,123.86,327.28
35wqEs6HT6SA0ZQx9FRGlb,0.40599999999999997,0.883,0.18899999999999997,0.146,-12.235999999999999,144.845,307.052
2GbP0Gbm8zUQqn3pF16IeZ,0.48650000000000004,0.8420000000000001,9.9e-05,0.662,-8.89,151.964,53.499
0477NJe5cvdNzoIQj0UShh,0.1499,0.872,0.0269,0.0423,-33.263000000000005,76.673,1316.067
5d7tvMoTrlcYurv2eCgwN2,0.39149999999999996,0.45,0.58,0.228,-9.863999999999999,74.33800000000001,402.28
1Ywv7Y7ref2TbRplMDQ09v,0.4495,0.759,0.5760000000000001,0.218,-16.004,96.88,522.88
6zcLLMXijY2SMGxtCzVA2k,0.5680000000000001,0.7759999999999999,0.603,0.5589999999999999,-11.030999999999999,122.551,488.4
5WrAY70eiaNGVxIuDs0ejl,0.267,0.953,0.826,0.14800000000000002,-16.032,78.535,411.333
0ZIacxkGIGmxEY7qDBUF6E,0.5205,0.6709999999999999,0.91,0.392,-9.698,127.055,408.453
0EFekrpACxOZIxq47OM7bk,0.33899999999999997,0.836,0.799,0.27899999999999997,-16.09,96.44,470.733
0qJ6owHt00MMZTpNmNsPHC,0.704,0.42200000000000004,8.909999999999998e-05,0.614,-5.947,106.921,316.8
6pH3EAKZKM46jAgSK7SuOL,0.534,0.5920000000000001,0.8809999999999999,0.384,-13.595999999999998,134.945,1018.253
5SW4sHK5hBi3OAbgfwi0Sb,0.6485000000000001,0.7929999999999999,0.823,0.743,-12.604000000000001,140.293,1427.293
48orCllSfuegUqaYJfn9qu,0.5505,0.515,0.8859999999999999,0.81,-12.019,118.053,648.4
7oPvyZS0wjPGnOZQB7k7Xa,0.584,0.0722,0.868,0.43799999999999994,-13.945,94.087,934.332
41YGnpT37cXlBcaCwIEd01,0.36150000000000004,0.11900000000000001,0.0245,0.23199999999999998,-13.488,175.457,842.333
4Mi4Xldwx0lCMWGmcMkzO3,0.326,0.987,0.9279999999999999,0.42100000000000004,-17.848,92.38600000000001,605.453
2ivsY0cjEP2qecg6OiBajk,0.505,0.363,0.758,0.312,-19.389,91.70200000000001,225.067
7FR8MfoGjAEdvRwyzKUDlH,0.5715,0.125,9.640000000000001e-05,0.597,-5.547999999999999,132.28,308.133
2pwVnjKN9NpxjxUdS22fOn,0.7435,0.5870000000000001,0.7859999999999999,0.746,-6.103,123.117,274.973
3KuQas2PRMoGtarFCrvyoh,0.611,0.611,0.856,0.953,-17.543,135.135,888.093
2W5U9hPjx7Zj73EiQdMS2c,0.29400000000000004,0.8190000000000001,0.0060799999999999995,0.272,-22.416,89.666,720.867
24zurMVjitZ1HUMZRPbIcs,0.5535,0.24100000000000002,0.55,0.547,-10.639000000000001,135.988,877.453
421uA53nVEFDwu8rWwQmYb,0.20400000000000001,0.9329999999999999,0.414,0.14300000000000002,-11.003,88.26799999999999,470.093
7C80cFk7RXlNX7ewT4SCj3,0.7025,0.33399999999999996,0.6409999999999999,0.625,-8.167,88.12700000000001,921.773
2wtSOaOvqibgoVLL3z66ka,0.6405000000000001,0.368,0.9129999999999999,0.284,-12.714,100.319,643.0
3era2LzAyyvZI6TFH1a29T,0.4545,0.22899999999999998,0.49700000000000005,0.201,-8.742,149.115,594.92
3bZblvI0UBm8rvFxECspz7,0.488,0.8170000000000001,0.00359,0.665,-11.038,104.48899999999999,1876.507
0KWUBMhTeC5SObkrJPACZS,0.3775,0.909,0.0161,0.293,-12.686,109.459,1896.027
7rvkbYfBaBOgdmX0tylm78,0.22930000000000003,0.887,0.00629,0.249,-30.212,84.975,480.76
2fw0KTXIkDkQS2saPrv0EM,0.262,0.8340000000000001,0.467,0.0371,-20.275,104.101,733.658
4WUSwiEMdjD7UcLCTge8kl,0.7705,0.095,0.0324,0.5529999999999999,-7.093999999999999,124.13600000000001,308.04
2l13kYTq99iLyjLVpSDQgk,0.5705,0.0372,0.903,0.467,-18.223,152.061,198.867
4keeupDuJ1btGVNabd0ALi,0.649,0.106,0.00016299999999999998,0.606,-9.783999999999999,97.492,315.48
6t6khLumgVYDP0KUKRrDQE,0.641,0.25,0.0942,0.162,-10.677999999999999,120.073,347.32
6CJp01VL5HEB2fvOyHsGOI,0.387,0.898,0.00365,0.20800000000000002,-10.84,122.061,320.253
6Uc3J9pPBXgmcmyLV0XTSy,0.674,0.391,0.000204,0.521,-12.198,120.015,463.48
7FkuqRnW4VajwqtGfkrOas,0.794,0.39,0.444,0.278,-7.622000000000001,91.008,295.747
3VbjxfCig0wrqHNqFQzYiW,0.855,0.353,0.0452,0.488,-7.351,124.10600000000001,299.187
3j66rbON0hApJSnxPSRdh5,0.698,0.20800000000000002,0.701,0.501,-8.663,99.98700000000001,421.187
1xwxgMPaCAXyDmHD2fyvRC,0.5785,0.11699999999999999,0.884,0.9129999999999999,-25.65,121.059,95.627
2fJIKEEGi0AORjCKEphnHb,0.5365,0.46799999999999997,0.866,0.65,-13.923,154.94,1093.533
0dfkFx3li1YTSD2k03bQQr,0.44900000000000007,0.52,0.867,0.36200000000000004,-13.432,178.63,820.56
3AXq0zckCwPI4JasMO6Lcx,0.6415,0.182,0.8270000000000001,0.213,-14.037,110.22200000000001,760.333
6b0KegECmbGRMAV2hoAS7p,0.6185,0.83,0.8590000000000001,0.853,-13.982999999999999,80.781,896.347
6Vr9LYc5YgjOccDXfYqp4l,0.3185,0.843,0.8340000000000001,0.22399999999999998,-21.573,108.40700000000001,427.013
5HfGeDoqygBw4zeG0tc0aT,0.424,0.878,0.76,0.449,-15.047,167.332,635.04
3990vN0nGji4evMO6E4qGY,0.573,0.41100000000000003,0.0035,0.423,-12.277999999999999,159.839,643.547
3shGjhn9QUiV3Ir4H9NdXN,0.38,0.37200000000000005,0.000869,0.182,-12.555,131.174,351.387
0osqXjmCi2K0kfagIaBaHP,0.4735,0.823,0.831,0.5329999999999999,-21.377,128.53799999999998,440.0
4kFGFbchABheUwJDyhoP5u,0.5965,0.8059999999999999,0.92,0.672,-21.443,111.646,197.0
5b7IIUpOXAEemY8vs2vBlE,0.442,0.428,0.8220000000000001,0.5529999999999999,-18.17,87.788,1875.733
0cWhVpZIDNp5YOvPrks24s,0.6675000000000001,0.46799999999999997,0.745,0.8540000000000001,-13.305,140.213,632.867
7N0ozfKSFo8Rl4m8VMQ2Fi,0.6215,0.938,0.9079999999999999,0.19399999999999998,-17.772000000000002,99.579,639.293
3DYeSCGXwdccpGqOgcXPwS,0.491,0.792,0.706,0.318,-10.495,124.764,1408.04
1iO9Jn3YvlDV77mdOyl6in,0.458,0.7509999999999999,0.764,0.28800000000000003,-10.725999999999999,101.863,956.493
16wqSUQE4C8hdYJOCRupsI,0.5215,0.7240000000000001,0.924,0.581,-10.683,114.645,745.373
5IvznklkautdMbCaPFJtsX,0.5549999999999999,0.20800000000000002,0.815,0.684,-9.713,116.619,589.973
5qm6pNffJRQiXjFTWu3t61,0.516,0.326,0.585,0.29600000000000004,-11.78,124.15299999999999,1393.72
7p8O4SI3sf5FoMbmKzUbRh,0.4305,0.753,0.727,0.222,-11.5,101.889,987.547
0O5BpZfqnzXJQxsnKd7Z6q,0.4755,0.506,0.746,0.314,-9.231,107.366,1189.907
6Ri7KvjsfiNzRFQ15dqCcS,0.6065,0.354,0.000126,0.41200000000000003,-10.55,129.983,312.379
6KsPQBR6qHXn60g6VDP6Oi,0.6915,0.7240000000000001,0.767,0.8440000000000001,-12.716,152.003,947.907
1ygGHZvhLZh1firRvAOLu7,0.6815,0.247,5e-06,0.6759999999999999,-6.5089999999999995,76.991,258.52
7GR0tMHcqrfzrmnVlPHEPq,0.40650000000000003,0.607,0.55,0.294,-13.242,114.57600000000001,297.8
3Lylgb3XZfLaMoFuVd0z2p,0.3235,0.48100000000000004,0.907,0.369,-27.391,144.012,487.467
2EKR7RSzuGIVNlh3ZKWNVa,0.21050000000000002,0.8190000000000001,0.115,0.307,-25.289,83.63,3195.44
2GqEak5StRjgfAfgQrkLSV,0.34199999999999997,0.782,0.24,0.337,-17.033,184.98,306.712
20bZrvPanSHlMxx1Dfll6C,0.3625,0.8059999999999999,0.12300000000000001,0.21600000000000003,-17.842,100.51799999999999,306.364
35PvsD9O8xNwNyhdmz3rzq,0.602,0.508,0.6920000000000001,0.721,-13.915999999999999,161.661,452.133
47MPIuyidoLuV2KQliKPA3,0.7270000000000001,0.5479999999999999,0.902,0.885,-11.084000000000001,107.965,199.12
4kEx4J2we86jjCUWIQRI7E,0.374,0.7979999999999999,0.0042899999999999995,0.21100000000000002,-14.478,105.022,714.36
01zTnLN7KDrdl5GLcDNVC1,0.424,0.878,0.76,0.449,-15.047,167.332,635.04
6adCtjw7QeTlV9gswjBMC4,0.7515000000000001,0.0621,0.009309999999999999,0.373,-6.04,189.83599999999998,336.0
73b9wDijCUpicQUzrc47EY,0.747,0.0764,2.97e-05,0.816,-7.274,120.038,262.827
7h67jn17fbjofhCBE6kHCe,0.7985,0.00527,0.722,0.273,-6.356,146.01,216.986
